Brand,Model,Style Code,Colour,Age,Pictures,Price,Sizes of Shoes Available
Adidas Originals,Breaknet,FX8708,"['Core black', 'ftwr white', 'ftwr white']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250921/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250920/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250916/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250922/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250923/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250917/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250918/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2250919/original.jpg']",R999,"['6', '7', '8', '9', '10', '11', '12', '13']"
Nike,"Air Force 1 '07 LV8 ""indigo""",CZ0338-100,"['White', 'obsidian-white-black']",MENS,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246920/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246924/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246922/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246918/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246921/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2248500/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246923/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2248499/original.jpg']",R1999,"['6.5', '7.5', '8.5', '9.5', '10', '10.5', '11', '6', '7', '8', '9', '12']"
Adidas Originals,ZX 1K Boost,H68721,"['Core black', 'core black', 'core black']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246111/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246110/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246114/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246112/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246113/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246107/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246108/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246109/original.jpg']",R1699,"['6', '7', '8', '9', '10', '11', '12', '13']"
Adidas Originals,NY 90,H02169,"['Dash grey', 'solar red', 'ftwr white']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245994/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245993/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245989/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245995/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245996/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245990/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245992/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245991/original.jpg']",R1299,"['6', '7', '8', '9', '10', '11', '12']"
adidas Originals,Stan Smith vulc,GZ8954,"['Legend ink', 'red', 'ftwr white']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246985/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246984/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246979/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246986/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246980/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246981/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246983/original.jpg']",R1399,"['6', '7', '8', '9', '10', '11', '12', '13']"
New Balance,237,MS237CC,['Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247649/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247650/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247651/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247652/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247653/original.jpg']",R974,"['6', '7', '8', '9', '10', '11']"
Adidas Originals,Ozweego,H04242,"['Cream white', 'core black', 'focus olive']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247387/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247386/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247383/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247390/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247385/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247389/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247384/original.jpg']",R1999,"['6', '7', '8', '9', '10', '11', '12']"
Adidas Originals,Stan Smith vulc,GZ8955,"['Ftwr white', 'ambient sky', 'grey two']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247297/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247293/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247298/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247299/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247294/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247295/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247296/original.jpg']",R1399,"['6', '7', '8', '9', '10', '11', '12', '13']"
Adidas Originals,Hoops 2.0,FY8629,"['ftwr white', 'core black', 'ftwr white']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245815/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245810/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245816/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245811/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245813/original.jpg']",R1199,"['6', '7', '8', '9', '10', '11', '12', '13']"
Adidas Originals,Retrovulc,h02210,"['Core black', 'ftwr white', 'core black']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247305/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247304/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247300/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247306/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247307/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247302/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247303/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2247301/original.jpg']",R1199,"['6', '7', '8', '9', '10', '11', '12', '13']"
Adidas Originals,Niteball,H67360,"['Core black', 'ftwr white', 'silver met.']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246064/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246063/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246059/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246065/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246066/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246060/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246061/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246062/original.jpg']",R2499,"['7', '8', '9', '10', '11', '12', '6']"
adidas Performance,Terrex voyager 21 h.rdy,Fw9406,"['Savannah, Core Black & Screaming Orange']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246084/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246083/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246077/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246085/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246086/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246079/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246081/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246082/original.jpg']",R1999,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '12']"
Adidas Originals,Forum mid- ftwr white/team royal blue,FY4976,"['Ftwr white', 'team royal blue', 'ftwr white']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246933/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246932/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246929/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246934/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246935/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246930/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2246931/original.jpg']",R2199,"['6', '7', '8', '9', '10', '11', '12']"
G-Star RAW,Calow,D20036-B703-1816,['Industrial Grey'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221230/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221232/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221234/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221228/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221229/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221235/original.jpg']",R1429,"['6', '7', '8', '9', '10', '11', '12']"
G-Star RAW,Calow,D20036-B703-B557,['White wp'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221187/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221188/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221190/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2221189/original.jpg']",R1429,"['6', '7', '8', '9', '10', '11', '12']"
Nike,"Blazer mid '77 ""pomegranate""",CI1166-001,"['Black', 'Solar Flare-White-Black']",MENS,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243872/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243874/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243870/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243873/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243871/original.jpg']",R1999,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '10', '11', '12']"
PUMA,Suede triplex,38117504,['Navy'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243968/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243970/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243971/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243969/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243972/original.jpg']",R1039,"['6', '7', '8', '9', '10', '11', '12']"
Nike,"Air Force 1 '07 LV8 ""Himalayan Rhubarb""",CZ0338-101,"['White', 'Natural-White-Black']",MENS,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243880/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243882/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243883/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243881/original.jpg']",R1999,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '6.5', '12']"
Adidas Originals,Zx 1k boost,CZ0338-101,"['White, Black Core', 'Silver Halo']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065899/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065898/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065894/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065900/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065895/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065896/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065897/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065901/original.jpg']",R1699,"['6', '7', '8', '9', '10', '11', '12', '13']"
PUMA,Suede triplex,38117501,['puma black-steel gray-puma white'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243983/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243985/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243986/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243984/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2243987/original.jpg']",R1039,"['6', '7', '8', '9', '10', '11', '12']"
Adidas Originals,Forum low,FY7757,"['Ftwr white', 'ftwr white', 'core black']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245804/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245805/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245798/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245803/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245802/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245800/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245799/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2245801/original.jpg']",R1699,"['6', '7', '8', '9', '10', '11', '12', '13']"
Adidas Originals,Zx 1k boost,FY7757,"['Black, White & Silver met']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065914/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065912/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065908/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065913/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065915/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065909/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065910/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065911/original.jpg']",R1699,"['6', '7', '8', '9', '10', '11', '12', '13']"
Reebok,Instapump Fury OG nm,FW7699,"['Black, True Grey & White']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242830/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242822/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242823/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242824/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242825/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242826/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242827/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242828/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2242829/original.jpg']",R1999,"['6', '8', '9', '10', '7']"
